Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2018,October,Unknown,Northern Africa,Unknown,1,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.159987, 15.548485",Northern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Sahara Desert, Sudan, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.028424, 25.144604",Northern Africa
Incident,2018,October,Unknown,Western Africa,Unknown,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Near Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.092259, 8.03029",Western Africa
Incident,2018,October,Sub-Saharan Africa (P),Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Western Mediterranean,"Off the coast of Arzew, province of Oran, Algeria","Le Quotidien d'Oran, Réflexion","35.97365662, -0.352090264",Uncategorized
Incident,2018,October,Caribbean,Central America,Dominican Republic,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Río Bravo, near Éjido El Bayito, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Nuevo Diario","27.50001691, -99.50184041",Central America
Incident,2018,October,Western / Southern Asia (P),Western Asia,Unknown,22,0,22,0,13,0,0,Vehicle accident / death linked to hazardous transport,,"Road near Adnan Menderes airport, Izmir, Türkiye","AFP, Daily Sabah, Anadolu Agency","38.27705488, 27.18258423",Western Asia
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,1,0,Violence,,"Beitbridge, Zimbabwe-South Africa border",Mixed Migration Monitoring Mechanism Initiative (4mi),"-22.224039, 29.996078",Eastern Africa
Incident,2018,October,Sub-Saharan Africa (P),Western Africa,Unknown,2,0,2,0,0,1,0,Mixed or unknown,,Unspecified location in Cote d'Ivoire,Mixed Migration Monitoring Mechanism Initiative (4mi),"7.236226, -5.038495",Western Africa
Incident,2018,October,Sub-Saharan Africa (P),Western Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,,Unspecified location in Cote d'Ivoire,Mixed Migration Monitoring Mechanism Initiative (4mi),"7.236226, -5.038495",Western Africa
Incident,2018,October,Sub-Saharan Africa (P),Western Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,"Timbuktu, Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"16.775833, -3.009444",Western Africa
Incident,2018,October,Sub-Saharan Africa (P),Middle Africa,Unknown,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,,Unspecified location in Cameroon,Mixed Migration Monitoring Mechanism Initiative (4mi),"5.261657, 13.578635",Middle Africa
Incident,2018,October,Sub-Saharan Africa (P),Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Western Mediterranean,"Near La Madrague, Plage de Bousfer, Ain El Türck, province of Oran, Algeria","Le Quotidien d'Oran, El Watan, Réflexion","35.75688355, -0.755644093",Uncategorized
Incident,2018,October,Northern Africa,Mediterranean,Morocco,1,0,1,0,38,1,0,Mixed or unknown,Western Mediterranean,"West of Tangier, Morocco","AFP, Huffington Post Maghreb","35.84634039, -5.913605179",Uncategorized
Incident,2018,October,Central America,Central America,Honduras,2,0,2,0,0,2,0,Vehicle accident / death linked to hazardous transport,,"Train tracks near Celaya, Guanajuato, Mexico",Milenio,"20.61410485, -100.8229615",Central America
Incident,2018,October,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Violence,Sahara Desert crossing,"Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.07428, 34.434549",Northern Africa
Incident,2018,October,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,1,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"19.635357, 27.103538",Northern Africa
Incident,2018,October,Sub-Saharan Africa (P),Western Africa,Unknown,2,0,2,0,0,2,0,Mixed or unknown,,"Harper, Liberia",Mixed Migration Monitoring Mechanism Initiative (4mi),"4.366667, -7.716667",Western Africa
Incident,2018,October,Sub-Saharan Africa (P),Western Africa,Unknown,1,0,1,0,0,1,0,Mixed or unknown,,"Harper, Liberia",Mixed Migration Monitoring Mechanism Initiative (4mi),"4.366667, -7.716667",Western Africa
Incident,2018,October,Sub-Saharan Africa (P),Western Africa,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Zinder, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),"13.805278, 8.988333",Western Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,2,0,2,0,2,0,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.51655, 14.904651",Northern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.930969, 14.434911",Northern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,1,0,1,0,1,0,0,Mixed or unknown,,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.877428, 13.204771",Northern Africa
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.928333, -111.4485",Northern America
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.89933, -111.74916",Northern America
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.94448, -113.01205",Northern America
Incident,2018,October,Central America,Central America,Mexico,1,0,1,0,1,1,0,Drowning,US-Mexico border crossing,"Río Colorado, near Ciudad Morelos, Baja California, Mexico",La Voz de la Frontera. Tribuna de San Luis,"32.62150759, -114.8101311",Central America
Incident,2018,October,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.993702, 14.450236",Northern Africa
Incident,2018,October,Unknown,Western Africa,Unknown,1,0,1,0,1,1,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Sahara Desert, Niger, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.917358, 13.100816",Western Africa
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,,"Near Tete, Mozambique",Mixed Migration Monitoring Mechanism Initiative (4mi),"-16.083382, 33.637539",Eastern Africa
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,1,0,Mixed or unknown,,"Near Lilongwe, Malawi",Mixed Migration Monitoring Mechanism Initiative (4mi),"-13.86155, 33.782244",Eastern Africa
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.45227, -113.11801",Northern America
Incident,2018,October,Sub-Saharan Africa (P),Western Africa,Unknown,2,0,2,0,0,1,0,Mixed or unknown,,"Guinea, near the border with Mali",Mixed Migration Monitoring Mechanism Initiative (4mi),"12.054854, -8.998136",Western Africa
Incident,2018,October,South America,Caribbean,Venezuela (Bolivarian Republic of),2,0,2,0,5,0,0,Drowning,,"Off the coast of Santana di Cachó, Aruba - boat departed from El Supí, Península de Paraguaná, Falcón, Venezuela","NTN24, Gerardo Morón, El Pitazo","12.40008995, -69.84954833",Caribbean
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Ranch Risinger, Dimmit County, Texas, USA",Zócalo,"28.492892, -99.931529",Northern America
Incident,2018,October,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.999285, 14.429846",Northern Africa
Incident,2018,October,Unknown,Western Africa,Unknown,3,0,3,0,1,0,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.0745225, 13.08597519",Western Africa
Incident,2018,October,Unknown,South-eastern Asia,Unknown,1,0,1,0,0,0,0,Accidental death,,"Pattani province, Thailand, near border with Malaysia",Mixed Migration Monitoring Mechanism Initiative (4mi),"6.614935, 101.337994",South-eastern Asia
Incident,2018,October,Central America,Central America,Honduras,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"KM30 Ruta del Pacífico Amatitlán, Guatemala (in caravan)","Bomberos Voluntarios Guatemala, La Prensa de Honduras","14.4498588, -90.6429999",Central America
Incident,2018,October,Sub-Saharan Africa (P),Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Western Mediterranean,"Body found at Amejaou beach, 40km west of Nador, Morocco",Association Marocaine des Droits Humains - Section Nador,"35.28808666, -3.114351178",Uncategorized
Incident,2018,October,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Ranch west of Falfurrias, Brooks County, Texas, USA",Breitbart News,"27.22454491, -98.30209987",Northern America
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,,"Near Nampula, Mozambique",Mixed Migration Monitoring Mechanism Initiative (4mi),"-15.137787, 39.230025",Eastern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.042724, 14.40325",Northern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Umm Al Aranib, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.127183, 14.742012",Northern Africa
Incident,2018,October,Sub-Saharan Africa (P),Mediterranean,Unknown,2,0,2,0,0,2,0,Sickness / lack of access to adequate healthcare,Western Mediterranean,"Border fence Spain-Morocco border, near Pinos de Rostgordo, Melilla, Spain","Government of Spain, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.31707476, -2.95862509",Uncategorized
Incident,2018,October,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Ranch near El Indio, Maverick County, Texas, USA",SuperChannel 12,"28.505442, -100.3245713",Northern America
Incident,2018,October,Central America,Central America,Guatemala,6,0,6,0,0,5,3,Vehicle accident / death linked to hazardous transport,,"Highway San Cristóbal-Teopisca, near San Cristóbal de las Casas, Chiapas, Mexico","La Vanguardia, El Universal","16.66168767, -92.55863457",Central America
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,,"Near Lilongwe, Malawi",Mixed Migration Monitoring Mechanism Initiative (4mi),"-13.86155, 33.782244",Eastern Africa
Incident,2018,October,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,1,0,Mixed or unknown,Sahara Desert crossing,"Sahara desert near Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"18.07428, 34.434549",Northern Africa
Incident,2018,October,Western Asia,Mediterranean,State of Palestine,3,0,3,31,0,0,0,Drowning,Eastern Mediterranean,"50m off the coast of Bodrum, Muğla province, Türkiye","Turkish Coast Guard, Reuters, Daily Sabah","37.01378076, 27.4414405",Uncategorized
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Ranch near El Cenizo, South of Laredo, Webb County, Texas, USA",Revista Fundamentos,"27.28593786, -99.40112185",Northern America
Incident,2018,October,Central America,Central America,Honduras,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,,"KM282 Highway between Tapachula and Huehuetan, near Huixtla, Chiapas, Mexico (in caravan)","La Prensa, TeleSur","15.1108171, -92.43089998",Central America
Incident,2018,October,Eastern Africa,Eastern Africa,Ethiopia,7,0,7,0,5,0,0,Drowning,,"Indian Ocean, off the coast of Tanzania, near maritime border with Kenya",Reuters,"-4.841440546, 39.45602558",Eastern Africa
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,,"Near Caynabo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4mi),"9.020952, 46.451457",Eastern Africa
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,"Ndola, Zambia, near border with Democratic Republic of the Congo",Mixed Migration Monitoring Mechanism Initiative (4mi),"-12.949113, 28.674062",Eastern Africa
Incident,2018,October,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,,"Namanga, Tanzania-Kenya border",Mixed Migration Monitoring Mechanism Initiative (4mi),"-2.55236, 36.79757",Eastern Africa
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.41575, -113.128783",Northern America
Incident,2018,October,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Sahara desert, Ash Shamaliyah, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),"20.610678, 27.916851",Northern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,2,0,2,0,1,0,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.53107306, 20.46153",Northern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.694491, 15.095736",Northern Africa
Incident,2018,October,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.190681, 24.840909",Northern Africa
Incident,2018,October,Unknown,Western Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Near Dirkou, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.145515, 13.080172",Western Africa
Incident,2018,October,Unknown,Western Africa,Unknown,7,0,7,0,1,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Near Dirkou, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.145515, 13.080172",Western Africa
Incident,2018,October,Northern Africa,Mediterranean,Morocco,2,0,2,0,0,2,0,Drowning,Western Mediterranean,"Bodies recovered near Plage de Trougout, Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Ariffino, Le Parisien","35.35750205, -3.798174029",Uncategorized
Incident,2018,October,Western Asia,Europe,Iraq,1,2,3,0,0,0,0,Drowning,Türkiye-Europe land route,"Evros River, near Orestiada, Greece","Ekathimerini, IOM Greece","41.50770485, 26.59802824",Southern Europe
Incident,2018,October,Unknown,Europe,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Türkiye-Europe land route,"Near Lutros, Alexandroupolis, Greece","Evros 24, IOM Greece","40.8806112, 26.045885",Southern Europe
Incident,2018,October,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.488702, -111.542051",Northern America
